Type,Book,FirstO,Appears,CA,Alphabetical Name,Full Name,First,Last,Common Name,Primary Name,Gender,Species,Time,Affiliation,Ajah,Dark?,Strength,Nationality,Birth Year,Description
Primary,Main,ToM,Yes,1,Kash,Kash,Kash,,Kash,N/A,M,Human,Current,Asha'man,N/A,Unassigned,Unknown,Unknown,Unknown,"An Asha’man in Taim’s faction. He joined shortly before the Last Battle, quickly became very strong and was promoted."
Primary,Main,KoD,Yes,1,Kashgar,Kashgar,Kashgar,,Kashgar,N/A,M,Human,Current,Soldier,N/A,Unassigned,N/A,Saldaea,Unknown,A Saldaean under-lieutenant of the Children of the Light. He appeared almost boyish despite thick mustaches.
Primary,Main,CoT,Yes,1,Kasi,Kasi,Kasi,,Kasi,N/A,F,Human,Current,Kitchen Worker,N/A,Unassigned,N/A,Cairhien,Unknown,A woman who was a kitchen helper in the Sun Palace in Cairhien. She was present when Loial and Karldin arrived.
Primary,Main,ToM,No,0,Kateri Nepvue,Kateri Nepvue,Kateri,Nepvue,Kateri,N/A,F,Human,Current,Aes Sedai,White,No,Unknown,Unknown,Unknown,"An Aes Sedai of the White Ajah. A prodigious reader, she refused to heed the Amyrlin’s advice to stay alert."
Primary,Main,AMoL,Yes,1,Katerin,Katerin,Katerin,,Katerin,N/A,F,Human,Current,Maiden of the Spear,N/A,Unassigned,N/A,Aiel,Unknown,A golden-haired Maiden of the Spear who guarded Rand’s tent the night before the meeting at the Field of Merrilor.
Primary,Main,LoC,Yes,15,Katerine Alruddin,Katerine Alruddin,Katerine,Alruddin,Katerine,N/A,F,Human,Current,Aes Sedai,Red,Yes,15(3),Unknown,950 NE,"An Aes Sedai of the Red Ajah, but actually Black Ajah. About 5'6"" tall, she was sharp-faced, with wavy black hair."
Primary,Main,AMoL,Yes,1,Kathana,Kathana,Kathana,,Kathana,N/A,F,Human,Current,Innkeeper,N/A,Unassigned,N/A,Unknown,Unknown,"The innkeeper of The Yearly Brawl in Ebou Dar. She was married to Jame, a Seanchan."
Primary,Main,ToM,Yes,1,Kati,Kati,Kati,,Kati,N/A,F,Human,Current,Serving Girl,N/A,Unassigned,N/A,Andor,Unknown,"A serving girl at The Dusty Wheel in Caemlyn. Beautiful, with raven hair and a wide smile, she flirted with Mat."
Primary,NS,NS,No,0,Katrine do Catalan a'Coralle,Katrine do Catalan a'Coralle,Katrine,do Catalan a'Coralle,Katrine,N/A,F,Human,Historic,Queen,N/A,Unassigned,N/A,Murandy,Unknown,The first queen of Murandy.
Primary,Main,WH,Yes,1,Kayen Yokata,Kayen Yokata,Kayen,Yokata,Yokata,N/A,M,Human,Current,Shienaran Noble,N/A,Unassigned,N/A,Shienar,Unknown,"The Lord of Fal Eisen, Shienar. A sharp-faced man with a harsh voice."
Primary,Main,LoC,No,0,Kaylin,Kaylin,Kaylin,,Kaylin,N/A,F,Human,Current,Maid,N/A,Unassigned,N/A,Unknown,Unknown,A maid with the Salidar Aes Sedai. Chesa thought that she and Nildra were terrible gossips.
Primary,NS,NS,Yes,1,Kazin,Kazin,Kazin,,Kazin,N/A,M,Human,Current,Stablehand,N/A,Unassigned,N/A,Saldaea,Unknown,A Saldaean stableman at the Gates of Heaven in Canluum. Skinny with a hooked nose and tilted eyes.
Primary,Main,LoC,No,0,Keatlin,Keatlin,Keatlin,,Keatlin,N/A,F,Human,Current,Novice,N/A,Unassigned,25(13),Altara,973 NE,"An Altaran novice with the rebels in Salidar, where she was recruited. She did not like being ordered about by Elayne."
Primary,Main,ToM,Yes,1,Keemlin Rai,Keemlin Rai,Keemlin,Rai,Keemlin,N/A,M,Human,Current,Messenger,N/A,Unassigned,N/A,Kandor,Unknown,"The son of Malenarin Rai, the commander of Heeth Tower on the Blightborder. He was a few days short of 14."
Primary,Main,WH,Yes,1,"Keene, Mistress",Mistress Keene,Mistress,Keene,Mistress Keene,N/A,F,Human,Current,Innkeeper,N/A,Unassigned,N/A,Unknown,Unknown,The innkeeper at The Counsel’s Head in Far Madding. She wore her white hair in a tight bun and had a pointed chin.
Primary,Main,KoD,Yes,1,Keilar,Keilar,Keilar,,Keilar,N/A,M,Human,Current,Gate Guard,N/A,Unassigned,N/A,Altara,Unknown,"A young gate guard in Maderin, Altara, who was about Mat’s age."
Primary,Main,KoD,No,0,Keilin,Keilin,Keilin,,Keilin,N/A,M,Human,Unknown,Song Character,N/A,Unassigned,N/A,Unknown,Unknown,A bold man in a song sung at The White Ring in Maderin.
Alias,Main,TSR,N/A,N/A,Keille Shaogi,Keille Shaogi,Keille,Shaogi,Keille,Lanfear,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"A persona Lanfear used when she traveled with Hadnan Kadere. In this guise she was immensely fat, with dark eyes."
Primary,Main,KoD,Yes,2,Kelwin Janevor,Kelwin Janevor,Kelwin,Janevor,Kelwin,N/A,M,Human,Current,Andoran Noble,N/A,Unassigned,N/A,Andor,Unknown,"An Andoran man who was High Seat of his House. A vinegary old man, he was loyal to Elayne."
Primary,Main,LoC,Yes,1,Kely Huldin,Kely Huldin,Kely,Huldin,Kely,N/A,M,Human,Current,Weaver,N/A,Unassigned,N/A,Andor,Unknown,An Andoran weaver who was one of the first to be tested for Asha’man at the farm. Lumpy and dark-haired.
Primary,Main,ToM,Yes,1,Kema,Kema,Kema,,Kema,N/A,F,Human,Current,Kinswoman,N/A,Unassigned,Unknown,Unknown,Unknown,A Kinswoman who was part of Elayne’s contingent at her Cairhienin coronation. She was dark-skinned with black hair.
Primary,Main,ToM,No,0,"Kendral, Prince",Prince Kendral,Kendral,,Kendral,N/A,M,Human,Current,Arafellin Noble,N/A,Unassigned,N/A,Arafel,Unknown,A prince of Arafel who was the grandson of King Paitar. He and his armies joined Lan as he rode for Tarwin’s Gap.
Primary,Main,TEotW,Yes,3,Kenley Ahan,Kenley Ahan,Kenley,Ahan,Kenley,N/A,M,Human,Current,Uncertain,N/A,Unassigned,N/A,Andor,Unknown,A young Two Rivers man who joined Perrin’s band and was killed in an ambush by Trollocs.
Primary,Main,ACoS,Yes,5,Kenly Maerin,Kenly Maerin,Kenly,Maerin,Kenly,N/A,M,Human,Current,Soldier,N/A,Unassigned,N/A,Andor,Unknown,"A young Two Rivers man who followed Perrin to Dumai’s Wells. Short and stocky, he was barely old enough to marry."
Primary,Main,TPoD,Yes,1,Kennar Miraj,Kennar Miraj,Kennar,Miraj,Miraj,N/A,M,Human,Current,Soldier,N/A,Unassigned,N/A,Seanchan,Unknown,"A Seanchan Captain-General of the Ever Victorious Army, and of the Blood."
Primary,Main,WH,No,0,Kennit,Kennit,Kennit,,Kennit,N/A,M,Human,Current,Warder,N/A,Unassigned,N/A,Unknown,Unknown,"Eldrith’s Warder. He was not a Darkfriend, and intended to kill her when he found her despite the cost to himself."
Primary,Main,ACoS,Yes,1,Kera Haellin,Kera Haellin,Kera,Haellin,Kera,N/A,F,Human,Current,Aes Sedai,Green,No,Unknown,Tear,Unknown,"A Tairen of noble birth, an Aes Sedai of the Green Ajah and the loyalist contingent. She had the blue eyes and fair hair."
Primary,Main,ACoS,Yes,2,Keraille Surtovni,Keraille Surtovni,Keraille,Surtovni,Keraille,N/A,F,Human,Current,Kinswoman,N/A,Unassigned,49(37),Saldaea,Unknown,"A Kinswoman who appeared to be Saldaean. Short and slim, with tilted green eyes and fiery red curls."
Primary,Main,TGS,Yes,2,Kerb,Kerb,Kerb,,Kerb,N/A,M,Human,Current,Chandler,N/A,Unassigned,N/A,Arad Doman,Unknown,"A Domani youth who worked as a chandler’s apprentice. Under Graendal’s Compulsion, he killed a messenger."
Primary,NS,NS,Yes,2,Kerene Nagashi,Kerene Nagashi,Kerene,Nagashi,Kerene,N/A,F,Human,Current,Aes Sedai,Green,No,11(+2),Unknown,793 NE,An Aes Sedai of the Green Ajah. She had short dark hair with a little white and her eyes were nearly black.
Primary,Main,AMoL,Yes,1,Kert Wagoner,Kert Wagoner,Kert,Wagoner,Kert,N/A,M,Human,Current,Soldier,N/A,Unassigned,N/A,Andor,Unknown,A man from the Two Rivers who fought in the Last Battle.
Primary,Main,KoD,Yes,1,Kev Barstere,Kev Barstere,Kev,Barstere,Kev,N/A,M,Human,Current,Soldier,N/A,Unassigned,N/A,Andor,Unknown,A Two Rivers man who went with Tam and joined Perrin’s army at Malden.
Primary,Main,ToM,Yes,1,Kevlyn Torr,Kevlyn Torr,Kevlyn,Torr,Kevlyn,N/A,M,Human,Current,Soldier,N/A,Unassigned,N/A,Andor,Unknown,A Two Rivers man with Perrin. He told Perrin of the stand of trees that had mysteriously died and dried in one night.
Primary,Main,TSR,Yes,1,Kevrim al'Azar,Kevrim al'Azar,Kevrim,al'Azar,Kevrim,N/A,M,Human,Current,Uncertain,N/A,Unassigned,N/A,Andor,Unknown,An elderly Two Rivers man. He participated in the defense of Emond’s Field.
Primary,World,World,No,0,Kiam Lopiang,Kiam Lopiang,Kiam,Lopiang,Kiam,N/A,F,Human,Historic,Aes Sedai,Unknown,No,Unknown,Unknown,Unknown,An Aes Sedai who lived at the time of the formation of the White Tower.
Primary,Main,AMoL,No,0,Kiem Lewin,Kiem Lewin,Kiem,Lewin,Kiem,N/A,F,Human,Current,Uncertain,N/A,Unassigned,N/A,Andor,Unknown,"A girl in the Two Rivers whom Mat in his youth had tried to save from drowning, although she wasn't really drowning."
Primary,Main,TFoH,No,0,Kimry Lewin,Kimry Lewin,Kimry,Lewin,Kimry,N/A,F,Human,Current,Uncertain,N/A,Unassigned,N/A,Andor,Unknown,A young woman from Emond’s Field. Nynaeve caught her with Bar Dowtry in his father’s hayloft.
Primary,Main,AMoL,No,0,Kimtin,Kimtin,Kimtin,,Kimtin,N/A,M,Human,Current,Uncertain,N/A,Unassigned,N/A,Unknown,Unknown,The man who taught Tam to summon the flame and the void.
Primary,Main,TFoH,Yes,2,Kin,Kin,Kin,,Kin,N/A,M,Human,Current,Luca's Circus,N/A,Unassigned,N/A,Unknown,Unknown,A juggler with Valan Luca’s show. He performed with his brother Bari.
Primary,Main,TFoH,Yes,2,Kin Tovere,Kin Tovere,Kin,Tovere,Tovere,N/A,M,Human,Current,Lensmaker,N/A,Unassigned,N/A,Cairhien,Unknown,A Cairhienin lensmaker who made looking glasses for Rand to use in the battle for Cairhien.
Primary,Main,KoD,No,0,"Kindlin, Captain",Captain Kindlin,Captain,Kindlin,Captain Kindlin,N/A,M,Human,Current,Queen's Guard,N/A,Unassigned,N/A,Unknown,Unknown,A captain in Elayne’s Queen’s Guard in Aringill.
Primary,Main,TPoD,Yes,2,Kinhuin,Kinhuin,Kinhuin,,Kinhuin,N/A,M,Human,Current,Aiel Warrior,N/A,Unassigned,N/A,Aiel,Unknown,An Aiel Mera’din who joined the Jumai Shaido. He had green eyes and full lips.
Title,Main,TEotW,N/A,N/A,Kinslayer,Kinslayer,Kinslayer,,Kinslayer,Lews Therin Telamon,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,See Lews Therin Telamon
Primary,Main,CoT,Yes,3,Kireyin,Kireyin,Kireyin,,Kireyin,N/A,M,Human,Current,Soldier,N/A,Unassigned,N/A,Unknown,Unknown,A young commander of Ghealdanin lancers under Arganda. He was so tall that he had to bend to listen to Arganda.
Primary,Main,TPoD,Yes,2,Kiril Drapaneos,Kiril Drapaneos,Kiril,Drapaneos,Kiril,N/A,M,Human,Current,Illianer Noble,N/A,Unassigned,N/A,Illian,Unknown,An Illianer nobleman who was a member of the Council of Nine. He was a stork of a man with a square-cut beard.
Primary,Main,TSR,No,0,Kirin,Kirin,Kirin,,Kirin,N/A,F,Human,Historic,Jenn Aiel,N/A,Unassigned,N/A,Jenn Aiel,Unknown,A Jenn Aiel girl from a time right after the Breaking who was kidnapped. She was Morin’s daughter.
Primary,World,World,No,0,Kirin Melway,Kirin Melway,Kirin,Melway,Kirin,N/A,F,Human,Historic,Aes Sedai,Brown,No,Unknown,Unknown,Unknown,An Aes Sedai of the Brown Ajah who served as Amyrlin from 922 to 950 NE. Kirin was a weak Amyrlin.
Primary,Main,KoD,Yes,1,Kirkun,Kirkun,Kirkun,,Kirkun,N/A,M,Human,Current,Soldier,N/A,Unassigned,N/A,Saldaea,Unknown,One of Bashere’s Saldaean soldiers who died in the Trolloc raid on Lord Algarin’s manor in Tear.
Primary,Main,TPoD,Yes,9,Kirstian Chalwin,Kirstian Chalwin,Kirstian,Chalwin,Kirstian,N/A,F,Human,Current,Kinswoman,N/A,Unassigned,14(2),Cairhien,680 NE,"A Kin Elder with the Knitting Circle in Ebou Dar. About 5'5"" tall, she had black eyes and pale skin."
Primary,Main,TFoH,No,0,Kirukan,Kirukan,Kirukan,,Kirukan,N/A,F,Human,Historic,Queen,N/A,Unassigned,N/A,Aramaelle,Unknown,A soldier queen who was the Queen of Aramaelle. See also Sword of Kirukan
Primary,Main,TFoH,Yes,11,Kiruna Nachiman,Kiruna Nachiman,Kiruna,Nachiman,Kiruna,N/A,F,Human,Current,Aes Sedai,Green,No,14(2),Arafel,939 NE,"An Arafellin Aes Sedai of the Green Ajah and the rebel contingent. Elegant and statuesque, she was 5'7"" tall."
Primary,Main,AMoL,Yes,1,Kitan,Kitan,Kitan,,Kitan,N/A,F,Human,Current,Maid,N/A,Unassigned,N/A,Mayene,Unknown,A maid in Berelain’s palace in Mayene who fetched Berelain to see Annoura and Galad.
Primary,World,World,No,0,Kiyosa Natomo,Kiyosa Natomo,Kiyosa,Natomo,Kiyosa,N/A,F,Human,Historic,Aes Sedai,Green,No,Unknown,Unknown,Unknown,An Aes Sedai of the Green Ajah who served as Amyrlin from 171 to 197 NE. Kiyosa was a strong Amyrlin.
Primary,Main,ACoS,No,0,Kiyoshi,Kiyoshi,Kiyoshi,,Kiyoshi,N/A,F,Human,Current,Aes Sedai,Gray,No,Unknown,Unknown,Unknown,An Aes Sedai of the Gray Ajah and the loyalist contingent. She was tall and slender.
Primary,Main,AMoL,Yes,1,Kline,Kline,Kline,,Kline,N/A,M,Human,Current,Warder,N/A,Unassigned,N/A,Unknown,Unknown,A Warder who lost his Aes Sedai in the Last Battle and joined Galad to fight on and avenge her.
Alias,Main,AMoL,N/A,N/A,Knotai,Knotai,Knotai,,Knotai,Matrim Cauthon,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Old Tongue for “devastation” or “ruin”; it was the name given to Mat by Tuon.
Primary,Main,TSR,No,0,Kodam,Kodam,Kodam,,Kodam,N/A,M,Human,AoL,Ancient Aes Sedai,N/A,Unassigned,Unknown,Unknown,Unknown,A young male Aes Sedai from the time of the Breaking who helped create the Eye of the World.
Primary,Main,LoC,No,0,Koimal,Koimal,Koimal,,Koimal,N/A,M,Ogier,Historic,Uncertain,N/A,Unassigned,N/A,Unknown,Unknown,An Ogier who was the father of Shandin father of Ledar.
Primary,Main,LoC,No,0,Kolom,Kolom,Kolom,,Kolom,N/A,M,Ogier,Historic,Uncertain,N/A,Unassigned,N/A,Unknown,Unknown,"Son of Radlin, father of Serden, the last being an Ogier author who theorized about the Ways."
Primary,Main,KoD,Yes,1,"Kostelle, Master",Master Kostelle,Kostelle,,Kostelle,N/A,M,Human,Current,Merchant,N/A,Unassigned,N/A,Altara,Unknown,"An Altaran merchant who played a version of Piri with Mat at The White Ring in Maderin, Altara."
Primary,Main,AMoL,No,0,Kragil,Kragil,Kragil,,Kragil,N/A,M,Human,Current,Soldier,N/A,Unassigned,N/A,Unknown,Unknown,"A soldier in Lan’s army who died fighting a Myrddraal; he did something crazy in that fight, according to Andere."
Primary,Main,ToM,Yes,1,Kralle,Kralle,Kralle,,Kralle,N/A,M,Human,Current,Soldier,N/A,Unassigned,N/A,Unknown,Unknown,A soldier at Heeth Tower whom Malenarin Rai sent to fetch the sword for the ceremony raising his son to manhood.
Primary,Main,AMoL,No,0,Krisa,Krisa,Krisa,,Krisa,N/A,F,Human,Current,Uncertain,N/A,Unassigned,N/A,Seanchan,Unknown,A Seanchan woman who brought in three assassins to kill Tuon.
Primary,Main,TFoH,Yes,1,Kuan Murasaka,Kuan Murasaka,Kuan,Murasaka,Kuan,N/A,F,Human,Current,Luca's Circus,N/A,Unassigned,N/A,Unknown,Unknown,"An acrobat with Valan Luca’s show. Dark-haired and dark-skinned, she was one of six purported sisters."
Primary,Main,ToM,Yes,1,Kuehn,Kuehn,Kuehn,,Kuehn,N/A,M,Human,Current,Soldier,N/A,Unassigned,N/A,Shienar,Unknown,One of the group of Shienaran soldiers who joined Lan in eastern Kandor as he traveled toward Tarwin’s Gap.
Primary,Main,KoD,Yes,1,Kumiko,Kumiko,Kumiko,,Kumiko,N/A,F,Human,Current,Kinswoman,N/A,Unassigned,Unknown,Unknown,Unknown,A stout graying Kinswoman who traveled with Elayne to Caemlyn.
Primary,Main,TPoD,Yes,4,Kumira Dhoran,Kumira Dhoran,Kumira,Dhoran,Kumira,N/A,F,Human,Current,Aes Sedai,Brown,No,24(12),Shienar,886 NE,"A Shienaran Aes Sedai of the Brown Ajah. She was 5'5"" tall, and handsome rather than pretty, with sharp blue eyes."
Primary,Main,TPoD,Yes,4,Kurin din Calis Red Sails,Kurin din Calis Red Sails,Kurin,din Calis Red Sails,Kurin,N/A,F,Human,Current,Windfinder,N/A,Unassigned,18(6),Sea Folk,Unknown,"A Sea Folk Windfinder. Her face was like smooth black stone, her full lips seemed thin and her eyes were black."
Primary,Main,LoC,Yes,7,Kwamesa Taramasu,Kwamesa Taramasu,Kwamesa,Taramasu,Kwamesa,N/A,F,Human,Current,Aes Sedai,Gray,No,16(4),Arafel,950 NE,"An Arafellin Aes Sedai of the Gray Ajah and the rebel contingent. Standing 5'3½"" tall, she was dark and slender."
Primary,Main,ACoS,No,0,Kyera Termendal,Kyera Termendal,Kyera,Termendal,Kyera,N/A,U,Human,Historic,Poet,N/A,Unassigned,N/A,Shiota,Unknown,"A poet of Shiota, and a translator of The Prophecies of the Dragon between FY 700 and 800."
Primary,Main,AMoL,Yes,1,Kymer,Kymer,Kymer,,Kymer,N/A,F,Human,Current,Wise One,N/A,Unassigned,N/A,Aiel,Unknown,"A Wise One of the Tomanelle Aiel. Han was her sister-father. She had deep red hair and a long, tanned face."
Primary,Main,TPoD,Yes,1,Kyril Shianri,Kyril Shianri,Kyril,Shianri,Kyril,N/A,M,Human,Current,Arafellin Noble,N/A,Unassigned,N/A,Arafel,Unknown,"A nobleman and counselor to King Paitar of Arafel. He was 6'3"" tall, lean and elegant-looking."
Primary,Main,AMoL,Yes,1,Laandon,Laandon,Laandon,,Laandon,N/A,M,Human,Current,Band of the Red Hand,N/A,Unassigned,N/A,Unknown,Unknown,A member of the Band of the Red Hand who accompanied Faile on supply runs in the Last Battle.
Primary,Main,TGH,No,0,Lacel,Lacel,Lacel,,Lacel,N/A,M,Ogier,Current,Uncertain,N/A,Unassigned,N/A,Unknown,Unknown,An Ogier who was the son of Laud and the father of Juin.
Primary,Main,TPoD,Yes,9,Lacile Aldorwin,Lacile Aldorwin,Lacile,Aldorwin,Lacile,N/A,F,Human,Current,Cha Faile,N/A,Unassigned,N/A,Cairhien,Unknown,"A Cairhienin member of Cha Faile. About 5'3"" tall, and slim, with a pale complexion, dark eyes and short dark hair,."
Primary,Main,KoD,Yes,1,Lacine,Lacine,Lacine,,Lacine,N/A,F,Human,Current,Wavemistress,N/A,Unassigned,N/A,Sea Folk,Unknown,A Sea Folk Wavemistress who was one of the First Twelve. She was so slender that her bosom seemed enormous.
Primary,Main,ToM,Yes,1,Ladalin,Ladalin,Ladalin,,Ladalin,N/A,F,Human,Future,Wise One,N/A,Unassigned,N/A,Aiel,Unknown,"A Wise One of the Taardad Aiel after the Last Battle, seen in Aviendha’s viewing of the future in Rhuidean."
Primary,World,World,No,0,"Ladoman, King",King Ladoman,Ladoman,,Ladoman,N/A,M,Human,Historic,King,N/A,Unassigned,N/A,Coremanda,Unknown,King of Coremanda who signed the Compact of the Ten Nations.
Primary,Main,LoC,Yes,2,Ladwin,Ladwin,Ladwin,,Ladwin,N/A,M,Human,Current,Band of the Red Hand,N/A,Unassigned,N/A,Unknown,Unknown,"A soldier in Mat’s Band of the Red Hand. Short, stocky and seemingly mild."
Title,Main,KoD,N/A,N/A,Lady of Pain,Lady of Pain,Lady of Pain,,Lady of Pain,Semirhage,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Another name for Semirhage.
Primary,Main,TSR,No,0,Laefar,Laefar,Laefar,,Laefar,N/A,M,Ogier,Current,Uncertain,N/A,Unassigned,N/A,Stedding Shangtai,Unknown,An Ogier man from Stedding Shangtai. Loial encountered him in Tear.
Primary,Main,ACoS,Yes,1,Laerad,Laerad,Laerad,,Laerad,N/A,M,Human,Current,Aiel Warrior,N/A,Unassigned,N/A,Aiel,Unknown,A man of the Moshaine sept of the Shaido Aiel and of the Duadhe Mahdi’in society.
Primary,Main,KoD,Yes,2,Laerid Traehand,Laerid Traehand,Laerid,Traehand,Laerid,N/A,M,Human,Current,Andoran Noble,N/A,Unassigned,N/A,Andor,Unknown,An Andoran nobleman and High Seat of his House. Stocky and taciturn and normally as stolid as stone.
Primary,Main,TPoD,No,0,Laigin Arnault,Laigin Arnault,Laigin,Arnault,Laigin,N/A,F,Human,Current,Aes Sedai,Red,No,Unknown,Unknown,Unknown,A Taraboner Aes Sedai of the Red Ajah and the loyalist contingent. She was part of the group that kidnapped Rand.
Primary,Main,TSR,Yes,2,Laila Dearn,Laila Dearn,Laila,Dearn,Laila,N/A,F,Human,Current,Uncertain,N/A,Unassigned,N/A,Andor,Unknown,"A young woman of the Two Rivers. Married to Natley Lewin. At one time, Perrin wanted to marry her, and she him."
Alias,Main,TSR,N/A,N/A,Laila Lewin,Laila Lewin,Laila,Lewin,Laila,Laila Dearn,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Presumably the name of Laila Dearn after she was married to Natley Lewin (or possibly ""Laila Dearn Lewin"")."
Primary,Main,ToM,No,0,Lain,Lain,Lain,,Lain,N/A,M,Human,Current,Uncertain,N/A,Unassigned,N/A,Unknown,Unknown,A man in Bandar Eban for whom Votabek and Redborn were working.
Primary,Main,TEotW,No,0,Lain Mandragoran,Lain Mandragoran,Lain,Mandragoran,Lain,N/A,M,Human,Historic,Malkieri Noble,N/A,Unassigned,N/A,Malkier,Unknown,A Malkieri man who was the brother of al’Akir and Lan’s uncle. He and al’Akir were very close.
Primary,Main,TGS,Yes,1,Lairain,Lairain,Lairain,,Lairain,N/A,F,Human,Current,Aes Sedai,Brown,No,Unknown,Unknown,Unknown,An Aes Sedai of the Brown Ajah who was toadlike in appearance.
Primary,Main,AMoL,No,0,Laird,Laird,Laird,,Laird,N/A,M,Human,Current,Whitecloak,N/A,Unassigned,N/A,Unknown,Unknown,A member of the Children of the Light who believed that a dead channeler’s head should be cut off.
Primary,World,World,No,0,Laiwynde,Laiwynde,Laiwynde,,Laiwynde,N/A,F,Human,Historic,Noble,N/A,Unassigned,N/A,Unknown,Unknown,A daughter of Artur Hawkwing. She and her son died a tragic death.
Primary,Main,TEotW,No,0,Laman Damodred,Laman Damodred,Laman,Damodred,Laman,N/A,M,Human,Current,King,N/A,Unassigned,N/A,Cairhien,Unknown,A king of Cairhien who took the throne in 965 NE. Laman was the uncle of Moiraine Damodred.
